source,prediction,reference,sari_score,bleu_score,original_length,simplified_length
"as the largest sub - region in mesoamerica, it encompassed a vast and varied landscape, from the mountainous regions of the sierra madre to the semi - arid plains of northern yucatan.","as the largest sub - region in mesoamerica, it encompassed a vast and varied landscape, from the mountainous regions of the sierra madre to the semi - arid plains of northern yucatan.",as the largest sub - region in mesoamerica it is a vast and varied landscape from the mountainous regions of the sierra madre to the plains of yucatan.,58.080400276052444,58.44356470407897,32,32
google subsequently made the comic available on google books and their site and mentioned it on its official blog along with an explanation for the early release.,google subsequently made the comic available on google books and their site and mentioned it on its official blog along with an explanation for the early release.,"google made the comic available on google books, mentioned it on their blog explaining the early release.",50.99759201926385,35.125022525986125,27,27
"anyone may register a pedigree with the college, where they are carefully internally audited and require official proofs before being altered.","anyone may register a pedigree with the college, where they are carefully internally audited and require official proofs before being altered.","anyone may register a pedigree with the college, where they are carefully internally examine and require official proofs before being changed.",62.857831093125206,79.4483720649497,21,21
"the book, political economy, was published in 1985, but had limited classroom adoption.","the book, political economy, was published in 1985, but had limited classroom adoption.","the book, political economy, was published in 1985, but was not used in many classrooms.",60.36314463850695,61.2497215357095,13,13
"he toured with the ipo in the spring of 1990 for their first - ever performance in the soviet union, with concerts in moscow and leningrad, and toured with the ipo again in 1994, performing in china and india.","he toured with the ipo in the spring of 1990 for their first - ever performance in the soviet union, with concerts in moscow and leningrad, performing in china and india.",for their first - ever performance in the soviet union he toured with the ipo spring from 1990 to 1994 with china and india,42.00603359466133,41.812626116943825,39,31
"napoleonic wars : austrian general mack surrenders his army to the grand army of napoleon at ulm, reaping napoleon over 30, 000 prisoners and inflicting 10, 000 casualties on the losers.","napoleon surrendered his army to the grand army of napoleon at ulm, reaping napoleon over 30, 000 prisoners and inflicting 10, 000 casualties.",austrian general mack surrenders his army to grand army of napoleon at ulm.,33.35929211068254,22.34473632117264,31,23
"it has long been the economic centre of northern nigeria, and a centre for the production and export of groundnuts.","it has been the economic center of northern nigeria, and a centre for groundnuts.",it has long been the economic centre of norther nigeria along with the center for production and export of groundnuts.,21.264474017031564,11.42761640870723,20,14
"a majority of south indians speak one of the five dravidian languages — kannada, malayalam, tamil, telugu and tulu.","a majority of south indian languages speak one of the five dravidian languages : kannada, malayalam, tamil, telugu and tulu.","most south indians speak one of the five dravidian languages — kannada, malayalam, tamil, telugu and tulu.",30.450859483139475,62.377747360596125,19,20
meteora earned the band multiple awards and honors.,meteora earned the band many awards and honors.,meteora won many awards and honors for the band.,59.43181818181819,34.13065354365521,8,8
"after a brief stand - off, the wwf cavalry turned around and attacked kane and jericho.","after a brief stand - off, the wwf cavalry turned around and attacked kane and jericho.","after a brief stand - off, the wwf cavalry turned around and attacked kane and jericho.",100.0,100.00000000000004,16,16
most of the songs were written by richard m. sherman and robert b. sherman.,most of the songs were written by richard m. sherman and robert b. sherman.,most of the songs were written by richard m. and robert b. sherman.,72.09507354244197,82.82477531331043,14,14
in the 5th century slavs started to move into the area.,in the 5th century slavs started moving into the area.,in the 5th century slaves started to move in the area.,37.82276995305163,32.03558799120807,11,10
"from 1900 to 1920 many new facilities were constructed on campus, including facilities for the dental and pharmacy programs, a chemistry building, a building for the natural sciences, hill auditorium, large hospital and library complexes, and two residence halls.","from 1900 to 1920 many new facilities were built on campus, including facilities for the dental and pharmacy programs, a chemistry building, a building for the natural sciences, hill auditorium, large hospital and library complexes, and two residence halls.","from 1900 to 1920, many new facilities like, for dental and pharmacy programs, a chemistry building, a building for the natural sciences, hill auditorium, large hospital and library complexes, and two residence halls were constructed in the campus.",49.75578176690778,73.17103411733902,39,39
"winchester is a city in scott county, illinois, united states.",winchester is a city of illinois in the united states.,"winchester is a city located in scott county, illinois, united states",23.182419432419433,24.997758323995956,10,10
"name arzashkun seems to be the assyrian form of an armenian name ending in - ka formed from a proper name arzash, which recalls the name arsene, arsissa, applied by the ancients to part of lake van.","name arzashkun seems to be the assyrian name of an armenian name ending in - ka formed from a proper name ardash, arsissa, applied by the ancients to part of lake van.","name arzashkun seems to be the assyrian form of an armenian name ending in - ka formed from a proper name arzash, which recalls the name arsene, arsissa, applied by the ancients to part of lake van.",27.968207419820327,71.74482686688621,37,32
"out of 16, 421 participants in the national casting, she was chosen among the 15 candidates to appear on the tv show.","out of 16, 421 participants in the national casting, she was chosen among the 15 candidates to appear on the tv show.","out of 16, 421 participants in the national casting, and it was selected the 15 candidates to appear on the tv show.",62.2613417444671,76.97570474571569,22,22
"its episodes were broadcast on the abc network from its debut on september 21, 1993 to march 1, 2005.","its episodes were shown on the abc network from september 21, 1993 to march 1, 2005.","its chapters were broadcast on the abc network from its start on september 21, 1993 to march 1, 2005.",41.85081348515256,59.46826959690495,19,16
the latter device can then be designed and used in less stringent environments.,the latter device can then be designed and used in less stringent environments.,the device can be designed for use in less exact environments.,43.7766410912191,11.69881298948059,13,13
"gimnasia hired first famed colombian trainer francisco maturana, and then julio cesar falcioni, but both had limited success.","gimnasia hired first colombian trainer francisco maturana, and then julio cesar falcioni, but both had little success.","gimnasia hired francisco maturana, a columbian trainer, and then julio cesar falcioni, but they were not very successful.",57.77450372208437,40.9961728958804,18,17
"brighton is a city in washington county, iowa, united states.",brighton is a city of iowa in the united states.,brighton is a city in washington county iowa.,36.83050745550745,26.985534666825092,10,10
"furthermore, she appeared in several music videos, including "" it girl "" by john oates and "" just lose it "" by eminem.","furthermore, she appeared in several music videos, including ` ` it girl'' by john oates and ` ` just lose it.''","she also appeared in several music videos including "" it girl "" by john oates and "" just lose it "" by eminem.",18.17849282522043,30.397180859593238,23,21
"on june 24 1979 ( the 750th anniversary of the village ), glinde received its town charter.","on june 24, 1979, glinde received its town charter.",glinde received her town charter on june 24 1979,45.277062119167375,19.156928817239653,17,9
"pauline returned in the game boy remake of donkey kong in 1994, and later mario vs. donkey kong 2 : march of the minis in 2006, although the character is now described as "" mario's friend "".","pauline returned in the game boy remake of donkey kong 2 : march of the minis in 1994, although the character is now described as mario's friend.","pauline turned in the game boy remake of donkey kong in 1994, and later mario vs. donkey kong 2 : march of the minis in 2006, even though the character is now "" mario's friend "".",25.6126109161173,43.839150831210446,37,27
the vagina is remarkably elastic and stretches to many times its normal diameter during vaginal birth.,the vagina is very elastic and stretches to many times its normal diameter during vaginal birth.,the vagina is remarkably elastic and stretches to many times its normal diameter during vaginal birth.,30.210437710437716,82.82477531331043,16,16
"his real date of birth was never recorded, but it is believed to be a date between 1935 and 1939.","his real date was never recorded, but it is believed to be a date between 1935 and 1939.","since his actual date of birth was not recorded, it is believed to be between 1935 - 1939.",25.877006404221436,26.66662635439776,20,18
"this quantitative measure indicates how much of a particular drug or other substance ( inhibitor ) is needed to inhibit a given biological process ( or component of a process, i. e. an enzyme, cell, cell receptor or microorganism ) by half.","this quantitative measure indicates how much of a particular drug or other substance is needed to inhibit a process, i. e. an enzyme, cell, cell receptor or microorganism.",this quantitative measure indicates how much of a drug or other substance is needed to inhibit a biological process by half.,62.37885886120118,43.74406035524879,42,28
"although the name suggests that they are located in the bernese oberland region of the canton of bern, portions of the bernese alps are in the adjacent cantons of valais, lucerne, obwalden, fribourg and vaud.","although the name suggests that they are in the bernese oberland region of the cantons of valais, lucerne, obwalden, fribourg and vaud.","eventhough the name evokes that they are placed in the bernese oberland area of the district of bern, parts of the bernese alps are in the adjoining parts of the bernese alps are lying near the cantons of valais, lucerne, obwalden, fribourg and vaud.",45.74033817225602,28.000369035480578,35,22
"there he had one daughter, later baptized as mary ann fisher power, to ann ( e ) power.","he had one daughter, later named mary ann fisher power, to ann power.",he had one daughter named mary ann fisher power who was later baptized to ann ( e ) power.,42.11149489765937,35.5198540938312,18,13
"during an interview, edward gorey mentioned that bawden was one of his favorite artists, lamenting the fact that not many people remembered or knew about this fine artist.","during an interview, edward gorey said that bawden was one of his favorite artists, lamenting or knew about this fine artist.","during an interview, edward gorey said that bawden was one of his favorite artists, and is saddened by the fact that not many people remembered or knew about this fine artist.",51.53490334016754,58.30235745737222,28,21
"the string can vibrate in different modes just as a guitar string can produce different notes, and every mode appears as a different particle : electron, photon, gluon, etc.","the string can vibrate in different modes just as a guitar string can produce different notes, and every mode appears as a different particle : electron, photon, gluon, etc.","the string can vibrate in different modes just as a guitar string can produce different notes, and every mode appears as a different particle : electron, photon, gluon, etc.",100.0,100.00000000000004,29,29
gable also earned an academy award nomination when he portrayed fletcher christian in 1935's mutiny on the bounty.,gable also earned an academy award nomination when he played fletcher christian in 1935's mutiny on the bounty.,gable also earned an academy award nomination for his portrayal of fletcher christian in the 1935 film mutiny on the bounty.,60.12924273793839,48.55064464790862,18,18
