source,original_prediction,post_processed,reference,original_sari,improved_sari,original_bleu,improved_bleu
"these ideally provide excellent habitat for chinkara, hog deer and blue bull.","these ideally provide excellent habitat for chinkara, hog deer and blue bull.","These ideally provide excellent habitat for chinkara, hog deer and blue bull.","ideally, these make an excellent breeding ground for chinkara, hog deer and blue bull.",59.39755119321683,59.39755119321683,51.660154156598736,50.54853316191318
"after the sena dynasty, dhaka was successively ruled by the turkish and afghan governors descending from the delhi sultanate before the arrival of the mughals in 1608.","after the sena dynasty, dhaka was successively ruled by the turkish and afghan governors descending from the delhi sultanate before the arrival of the mughals in 1608.","After the sena dynasty, dhaka was successively ruled by the turkish and afghan governors descending from the delhi sultanate before the arrival of the mughals in 1608.","before the mughals arrived in 1608, after the sena dynasty, dhaka was ruled for a long time by turkish and afghan governors that descended from the delhi sultanate.",53.968193254453965,53.968193254453965,39.685201046938026,35.78722699779689
the prime minister stays in office only as long as he or she retains the support of the lower house.,the prime minister stays in office only as long as he or she retains the support of the lower house.,The prime minister stays in office only as long as he or she retains the support of the lower house.,the prime minister stays in office only as long as he or she keeps the support of the lower house.,64.23402255639098,64.23402255639098,86.56030552541704,81.37489370974959
"for rowling, this scene is important because it shows harry's bravery, and by retrieving cedric's corpse, he demonstrates selflessness and compassion.","for rowling, this scene shows harry's bravery, and by retrieving cedric's corpse, he demonstrates selflessness and compassion.","For rowling, this scene shows harry's bravery, and by retrieving cedric's corpse, he demonstrates selflessness and compassion.","for rowling, this incident is important becaus it shows harry's courage, and by regaining cedric'd corpse, he establishes no concern for oneself and sympathy.",36.8774030660862,36.8774030660862,16.93307480999494,12.580545895201618
"on june 1, 1972, he and fellow raf members jan - carl raspe and holger meins were apprehended after a lengthy shootout in frankfurt.","on june 1, 1972, he and fellow raf members jan - carl raspe and holger meins were arrested after a lengthy shootout in frankfurt.","On june 1, 1972, he and fellow raf members jan - carl raspe and holger meins were arrested after a lengthy shootout in frankfurt.","he and fellow raf members jan - carl raspe and holger meins were taken hold after a lengthy shootout. it was in frankfurt on june 1, 1972.",62.73790536948432,62.73790536948432,63.07849193308675,59.454167711814826
"together they formed new music manchester, a group committed to contemporary music.","together they formed new music manchester, a group committed to contemporary music.","Together they formed new music manchester, a group committed to contemporary music.",they formed the new music manchester band and sang contemporary,42.69533957033957,42.69533957033957,13.912311644176565,13.912311644176565
"the compact and intense hurricane caused extreme damage in the upper florida keys, as a storm surge of approximately 18 to 20 feet affected the region.","the compact and intense hurricane caused extreme damage in the upper florida keys, as a storm surge of approximately 18 to 20 feet affected the region.","The compact and intense hurricane caused extreme damage in the upper florida keys, as a storm surge of approximately 18 to 20 feet affected the region.","small, but intense, the hurricane caused a lot of damage in the upper florida keys when a surge of nearly 18 to 20 feet hit the area.",50.079870230732304,50.079870230732304,29.270523302882335,28.897574244507112
it is now the site of meher baba's samadhi ( tomb - shrine ) as well as facilities and accommodations for pilgrims.,it is now the site of meher baba's samadhi - lrb - tomb - rrb -.,It is now the site of meher baba's samadhi - lrb - tomb - rrb -.,it is now the meher baba's tomb - shrine and a place for pilgrims.,43.19966308201602,43.19966308201602,19.923405658137927,12.936981168384865
the collapsed dome of the main church has been restored entirely.,the collapsed dome of the main church has been restored entirely.,The collapsed dome of the main church has been restored entirely.,the collapsed dome of the main church has been restored entirely.,100.0,100.0,100.00000000000004,90.36020036098445
"in 2005, meissner became the second american woman to land the triple axel jump in national competition.","in 2005, meissner became the second american woman to land the triple axel jump in national competition.","In 2005, meissner became the second american woman to land the triple axel jump in national competition.","in 2005, meissner became the second american woman to land the triple axel jump in national competition.",100.0,100.0,100.00000000000004,94.2615147681512
"salem is a city in essex county, massachusetts, united states.",salem is a city of massachusetts in the united states.,Salem is a city of massachusetts in the united states. essex county united states.,salem is a city in essex county massachusetts.,36.83050745550745,45.20833333333332,26.985534666825092,12.874330508144842
forty - nine species of pipefish and nine species of seahorse have been recorded.,forty - seven species of pipefish and nine species of seahorse have been found.,Forty - seven species of pipefish and nine species of seahorse have been found. forty - nine.,forty - nine species of pipefish and nine species of seahorse are recorded.,33.384663708884,36.285303511173275,53.2800971987552,44.89771072202119
"saint martin is a tropical island in the northeast caribbean, approximately 300 km ( 186 miles ) east of puerto rico.","saint martin is a tropical island in the northeast caribbean, approximately 300 km east of puerto rico.","Saint martin is a tropical island in the northeast caribbean, approximately 300 km east of puerto rico.","saint martin is a tropical island in the northeast caribbean, nearly 300 km ( 186 miles ) east of puerto rico.",27.072038615352323,27.072038615352323,62.238208443273344,57.47432350376096
"therefore, these pdfs can not be distributed without further manipulation if they contain images.","therefore, these pdfs can not be distributed without further manipulation.","Therefore, these pdfs can not be distributed without further manipulation. images.","if any of these pdfs contain pictures, then they require additional processing before they can be issued",32.765151515151516,30.357142857142854,5.165574782208687,5.366912772746423
"in april 1862, ben was arrested on the orders of police inspector sir frederick pottinger for participating in an armed robbery whilst in the company of frank gardiner.","in april 1862, ben was arrested on the orders of police inspector sir frederick pottinger for participating in an armed robbery whilst in the company of frank gardiner.","In april 1862, ben was arrested on the orders of police inspector sir frederick pottinger for participating in an armed robbery whilst in the company of frank gardiner.","in april 1862, ben was arrested on the orders of police inspector frederick pottinger for participating in an armed robbery whilst in the company of frank gardiner.",73.40061747969628,73.40061747969628,90.9593063222022,87.43414417652073
"heavy rain fell across portions of britain on october 5, causing localized accumulation of flood waters.","heavy rain fell across parts of britain on october 5, causing localized flooding of flood waters.","Heavy rain fell across parts of britain on october 5, causing localized flooding of flood waters. accumulation.","heavy rain fell across britain on october 5, causing accumulation of flood waters.",53.05027501738028,57.50407531544287,53.816073893351884,42.849450901003145
"version 2009. 1 provides a usb installer to create a live usb, where the user's configuration and personal data can be saved if desired.","version 9. 1 provides a usb installer to create a live usb, where the user's configuration and personal data can be saved if desired.","Version 9. 1 provides a usb installer to create a live usb, where the user's configuration and personal data can be saved if desired. 2009.","version 2009. 1 provides a usb installer to create a live usb, where the user's arrangements or design and personal data can be saved if desired.",30.181016269725948,38.86275550409289,76.89077624526827,77.62816155593237
"in approximate relation to the parties'respective strength in the federal assembly, the seats were distributed as follows : free democratic party ( fdp ) : 2 members, christian democratic people's party ( cvp ) : 2 members, social democratic party ( sp ) : 2 members, and swiss people's party ( svp ) : 1 member.","in approximate relation to the parties'respective strength in the federal assembly, the seats were distributed as follows : free democratic party - lrb - cvp - rrb -, christian democratic people's party, social democratic party, and swiss democratic party : 2 members, and 1 member.","In approximate relation to the parties'respective strength in the federal assembly, the seats were distributed as follows : free democratic party - lrb - cvp - rrb -, christian democratic people's party, social democratic party, and swiss democratic party : 2 members, and 1 member. swiss people's.","in close relation to each of the parties'strength in the federal assembly, the seats were given as follows : free democratic party ( fdp ), 2 members ; christian democratic people's party ( cvp ), 2 members ; social democratic party ( sp ), 2 members ; and swiss people's party ( svp ), 1 member.",30.177668431253462,30.645923392903647,29.341240579512743,29.927454824256515
"a fee is the price one pays as remuneration for services, especially the honorarium paid to a doctor, lawyer, consultant, or other member of a learned profession.","a fee is the price one pays as remuneration for services, especially the honorarium paid to a doctor, lawyer, consultant, or other member of a learned profession.","A fee is the price one pays as remuneration for services, especially the honorarium paid to a doctor, lawyer, consultant, or other member of a learned profession.","a fee is the cost one pays as remuneration for services, especially the honorarium paid to a doctor, lawyer, consultant, or other member of a learned profession.",65.16960975423308,65.16960975423308,91.57103753711765,88.27916928185881
ohio state's library system encompasses twenty - one libraries located on its columbus campus.,ohio state's library includes twenty - one libraries in its columbus campus.,Ohio state's library includes twenty - one libraries in its columbus campus. system.,ohio state's library system has twenty - one libraries located on its campus.,33.07539682539682,34.15873015873016,29.633403702962482,23.505204106959603
"in other developments, both iceland and greenland accepted the overlordship of norway, but scotland was able to repulse a norse invasion and broker a favorable peace settlement.","in other developments, both iceland and greenland accepted the overlordship of norway, but scotland was able to repulse a norse invasion and broker a favorable peace settlement.","In other developments, both iceland and greenland accepted the overlordship of norway, but scotland was able to repulse a norse invasion and broker a favorable peace settlement.","both iceland and greenland accepted the ruler of norway, but scotland was able to prevent a norwegian invasion and a negotiate a peace settlement.",54.302086802086805,54.302086802086805,45.309372174398234,45.309372174398234
"the singles from the album included "" by the way "", "" the zephyr song "", "" can't stop "", "" dosed "" and "" universally speaking "".","the singles from the album included : by the way, the zephyr song, ` ` can't stop'' and ` ` universally speaking''.","The singles from the album included : by the way, the zephyr song, ` ` can't stop"" and ` ` universally speaking"".","some singles from the album are : "" by the way "", "" the zephyr song, "" can't stop ', "" dosed "", and "" universally speaking "".",27.17571887802811,31.465970740916728,18.786031710276067,26.80852892247579
"in april 2000, minix became free / open source software under a permissive free software licence, but by this time other operating systems had surpassed its capabilities, and it remained primarily an operating system for students and hobbyists.","in april 2000, minix became free software under a permissive free software licence, but by this time other operating systems had become an operating system for students and hobbyists.","In april 2000, minix became free software under a permissive free software licence, but by this time other operating systems had become an operating system for students and hobbyists. capabilities.","in april 2000, minix became free or open source software under a non - restrictive free software licence, but by this time other operating systems had exceeded its capabilities, and it continued to be mainly an operating system for students and hobbyists.",47.87361629945616,48.31218350878706,49.93854447684397,49.20688035098403
"the body color varies from medium brown to gold - ish to beige - white ; and occasionally, is marked with dark brown spots, especially on the limbs.","the body color varies from medium brown to beige ; and occasionally, is marked with dark brown spots, especially on the limbs.","The body color varies from medium brown to beige ; and occasionally, is marked with dark brown spots, especially on the limbs.",the body color varies from medium brown to goldish to beige - white and sometimes is marked with dark brown spots.,46.36945372690987,46.36945372690987,49.124158433111575,45.359393336810825
"the britannica was primarily a scottish enterprise, as symbolised by its thistle logo, the floral emblem of scotland.","the britannica was primarily a scottish enterprise, as symbolised by its thistle logo, the floral emblem of scotland.","The britannica was primarily a scottish enterprise, as symbolised by its thistle logo, the floral emblem of scotland.","the britannica was primarily a scottish enterprise, as symbolised by its thistle logo, the floral emblem of scotland.",100.0,100.0,100.00000000000004,94.85438370694514
"the area covered by the warning issued on september 22 was extended southwards as jose intensified, before being canceled soon after landfall on september 23.","the area covered by the warning issued on september 22 was extended southwards as jose intensified, before being canceled soon after landfall on nicaragua.","The area covered by the warning issued on september 22 was extended southwards as jose intensified, before being canceled soon after landfall on nicaragua. september 23.","the area covered by the warning issued on september 22 was extended southwards as jose increased, before being canceled soon after landdfall on september 23.",36.675267390313444,47.37299245856138,71.8354243906297,66.90849531405021
"in august 2003, the san diego union tribune alleged that u. s. marine pilots and their commanders confirmed the use of mark 77 firebombs on iraqi republican guards during the initial stages of combat.","in august 2003, the san diego union tribune said that u. s. marine pilots and their commanders confirmed the use of mark 77 firebombs on iraqi republican guards during the initial stages of combat.","In august 2003, the san diego union tribune said that u. s. marine pilots and their commanders confirmed the use of mark 77 firebombs on iraqi republican guards during the initial stages of combat. the san diego union.","it has u. s. marine pilots. in august 2003, the san diego union tribune alleged that their commanders confirmed the use of mark 77 firebombs on iraqi republican guards during the initial stages of combat.",37.661103264355425,37.661103264355425,79.38882706433424,71.66385397188644
"the latter provided audiences with the sort of information later provided by intertitles, and can help historians imagine what the film may have been like.","the latter provided audiences with the sort of information later provided by intertitles, and can help historians imagine what the film may have been like.","The latter provided audiences with the sort of information later provided by intertitles, and can help historians imagine what the film may have been like.","the latter, which gave audiences the same sort of information later audience members would gett from subtitles, can help historians imagine what the film may have been like.",57.10260158393354,57.10260158393354,47.19662418036932,45.827145383864426
"that is because real estate, businesses and other assets in the underground economies of the third world can not be used as collateral to raise capital to finance industrial and commercial expansion.","that is because real estate, businesses and other assets in the underground economies of the third world can not be used to raise capital to finance industrial and commercial expansion.","That is because real estate, businesses and other assets in the underground economies of the third world can not be used to raise capital to finance industrial and commercial expansion.","that is beacuase real estate, businesses, and other assets in the underground economies of the third world cannot be used as collateral to raise capital.",22.478297429639717,22.478297429639717,47.031886273570755,45.81248750640266
he bolted from sydney cove several times before being shot dead in 1796.,he ran from sydney cove several times before being shot dead in 1796.,He ran from sydney cove several times before being shot dead in 1796.,he bolted from sydney cove many times before being shot dead in 1796.,25.85917372101583,25.85917372101583,62.98129992394241,61.62607099729587
"ned and dan advanced to the police camp, ordering them to surrender.","ned and dan advanced to the police camp, stopping them.","Ned and dan advanced to the police camp, stopping them.",ned and dan told by the police to surrender.,34.61613435297646,34.61613435297646,17.242221289766636,10.600313379512592
"before the second game got underway, the press agreed that the "" midget - in - a - cake "" appearance had not been up to veeck's usual promotional standard.","before the second game got underway, the press agreed that the midget - in - a - cake had not been up to veeck's usual promotional standard.","Before the second game got underway, the press agreed that the midget - in - a - cake had not been up to veeck's usual promotional standard. appearance.","before the second game got underway, the press agreed that the "" midget - in - a - cake "" appearance was not up to veeck's usual promotional standard.",35.174110541596285,35.326499589012954,72.8145215816251,69.92866909702302
"in a short video promoting the charity equality now joss whedon confirmed that "" fray is not done, fray is coming back.",in a short video promoting the charity equality now joss whedon confirmed that fray is coming back.,In a short video promoting the charity equality now joss whedon confirmed that fray is coming back.,"in a short video shows the charity equality now joss whedon confirmed that "" fray is not done, fray is coming back.",23.370132116978212,23.370132116978212,52.36208278225925,47.81259874162015
a mutant is a type of fictional character that appears in comic books published by marvel comics.,a mutant is a type of fictional character that appears in comic books published by marvel comics.,A mutant is a type of fictional character that appears in comic books published by marvel comics.,mutants are fictional characters from the x - men comic books published by marvel.,45.961410880141536,45.961410880141536,21.86976686325118,21.86976686325118
the sat reasoning test ( formerly scholastic aptitude test and scholastic assessment test ) is a standardized test for college admissions in the united states.,the sat reasoning test or scholastic aptitude test is a test for college admissions in the united states.,The sat reasoning test or scholastic aptitude test is a test for college admissions in the united states.,the sat is a standardized test for college admissions in the united states.,51.823359349572826,51.823359349572826,49.220883869700565,46.99152171992906
"civil unrest in northern italy spawns the medieval musical form of geisslerlieder, penitential songs sung by wandering bands of flagellants.","civil unrest in northern italy spawned the medieval musical form of geisslerlieder, penitential songs sung by wandering bands of flagellants.","Civil unrest in northern italy spawned the medieval musical form of geisslerlieder, penitential songs sung by wandering bands of flagellants.",civil unrest in northern italy spawns the medieval musical form of songs sung by wandering bands of flagellants.,26.01864440261219,26.01864440261219,63.83964846132483,58.77038209148268
some reports read that various factors increase the likelihood of both paralysis and hallucinations.,some reports read that various factors increase the likelihood of both paralysis and hallucinations.,Some reports read that various factors increase the likelihood of both paralysis and hallucinations.,some reports said that various things make it more possible to have paralysis and hallucinations.,47.02067319916291,47.02067319916291,20.79617953215787,19.022082811568303
his sentence was transportation to australia for seven years.,his sentence was transportation to australia for seven years.,His sentence was transportation to australia for seven years.,his sentence was carried to australia for seven years.,59.92999325236168,59.92999325236168,65.80370064762461,58.14307369682194
"waugh writes that charles had been "" in search of love in those days "" when he first met sebastian, finding "" that low door in the wall.. which opened on an enclosed and enchanted garden "", a metaphor that informs the work on a number of levels.","waugh writes that charles had been in search of love in those days when he first met sebastian, finding ` that low door in the wall.. which opened on a number of levels.","Waugh writes that charles had been in search of love in those days when he first met sebastian, finding ` that low door in the wall. . which opened on a number of levels. metaphor work.","waugh writes that charles had been "" in search of love in those days "" when he first met sebastian, finding "" that low door in the wall.. which opened on an enclosed and enchanted garden "", a metaphor that informs the work on a number of levels.",23.95260274473758,24.170736670736673,52.600989660696236,52.81603913362169
her notorious friendship with the russian mystic grigori rasputin was also an important factor in her life.,her friendship with the russian mystic grigori rasputin was also an important factor in her life.,Her friendship with the russian mystic grigori rasputin was also an important factor in her life.,her well known relation with the russian mystic grigori rasputin was additionaly an important number in her life.,57.65644955300127,57.65644955300127,48.11256400535273,47.22938941400709
the term dorsal refers to anatomical structures that are either situated toward or grow off that side of an animal.,the term dorsal refers to anatomical structures that are either situated toward or grow off that side of an animal.,The term dorsal refers to anatomical structures that are either situated toward or grow off that side of an animal.,the word dorsal means any body part that grows off that side of an animal or that grows toward that side of an animal.,49.59599092663609,49.59599092663609,26.15465618816318,25.591861411372303
"the term "" protein "" itself was coined by berzelius, after mulder observed that all proteins seemed to have the same empirical formula and might be composed of a single type of ( very large ) molecule.","the term protein itself itself was coined by berzelius, after mulder saw that all proteins seemed to have the same structure and might be composed of a single molecule.","The term protein itself itself was coined by berzelius, after mulder saw that all proteins seemed to have the same structure and might be composed of a single molecule. formula.","the term "" protein "" was made by berzelius, after mulder",39.52247137318444,39.33117823032015,13.750902305262409,12.17802106941195
"after the jerilderie raid, the gang laid low for 16 months evading capture.","after the jerilderie raid, the gang laid low for 16 months evading.","After the jerilderie raid, the gang laid low for 16 months evading. capture.","after the jerilderie raid, the gang laid low for 16 months.",73.4689259380335,72.82910802647645,85.5526185871245,66.68954865619207
barneville - la - bertran is a commune in the calvados department in the basse - normandie region in northwestern france.,barneville - la - bertran is a commune.,Barneville - la - bertran is a commune. northwestern france.,barneville - la - bertran is a commune in the calvados department in the basse - normandie region in northwestern france.,24.657085745795424,26.682098765432098,20.97276799867562,27.55555285104111
color ranges from orange to pale yellow.,color range ranges from orange to pale yellow.,Color range ranges from orange to pale yellow.,color choices are from orange to pale yellow.,63.237133237133236,63.237133237133236,61.04735835807847,58.73949094699213
"in 1963 an extension was added, curving north from union station, below university avenue and queen's park to near bloor street, where it turned west to terminate at st. george and bloor streets.","in 1963 an extension was added north from union station, below university avenue and queen's park to near bloor street.","In 1963 an extension was added north from union station, below university avenue and queen's park to near bloor street. george.","an extension was added in 1963 which curved north from union station below university avenue and queens park, reaching nearly to bloor street and ending on the west side at st. george and bloor streets.",37.34371306128191,38.793290299498004,18.72694224693084,19.940562732404157
"before 1980, a section of the commonwealth railways central australian line passed along the western side of the simpson desert.","before 1980, a section of the commonwealth railways central australian line passed along the western side of the simpson desert.","Before 1980, a section of the commonwealth railways central australian line passed along the western side of the simpson desert.","before 1980, a part of the commonwealth railways central australian line went along the western side of the simpson desert.",61.58496732026144,61.58496732026144,73.89984311706958,68.88074582865497
it is located on an old portage trail which led west through the mountains to unalakleet.,it is on an old portage trail which led west through the mountains to unalakleet.,It is on an old portage trail which led west through the mountains to unalakleet.,it's near an old portage trail that led west to unalakleet through the mountains.,50.75396825396825,50.75396825396825,27.56001678723635,27.56001678723635
"as the largest sub - region in mesoamerica, it encompassed a vast and varied landscape, from the mountainous regions of the sierra madre to the semi - arid plains of northern yucatan.","as the largest sub - region in mesoamerica, it encompassed a vast and varied landscape, from the mountainous regions of the sierra madre to the semi - arid plains of northern yucatan.","As the largest sub - region in mesoamerica, it encompassed a vast and varied landscape, from the mountainous regions of the sierra madre to the semi - arid plains of northern yucatan.",as the largest sub - region in mesoamerica it is a vast and varied landscape from the mountainous regions of the sierra madre to the plains of yucatan.,58.080400276052444,58.080400276052444,58.44356470407897,55.34888526763678
google subsequently made the comic available on google books and their site and mentioned it on its official blog along with an explanation for the early release.,google subsequently made the comic available on google books and their site and mentioned it on its official blog along with an explanation for the early release.,Google subsequently made the comic available on google books and their site and mentioned it on its official blog along with an explanation for the early release.,"google made the comic available on google books, mentioned it on their blog explaining the early release.",50.99759201926385,50.99759201926385,35.125022525986125,34.596676187661004
"anyone may register a pedigree with the college, where they are carefully internally audited and require official proofs before being altered.","anyone may register a pedigree with the college, where they are carefully internally audited and require official proofs before being altered.","Anyone may register a pedigree with the college, where they are carefully internally audited and require official proofs before being altered.","anyone may register a pedigree with the college, where they are carefully internally examine and require official proofs before being changed.",62.857831093125206,62.857831093125206,79.4483720649497,74.73575569817635
"the book, political economy, was published in 1985, but had limited classroom adoption.","the book, political economy, was published in 1985, but had limited classroom adoption.","The book, political economy, was published in 1985, but had limited classroom adoption.","the book, political economy, was published in 1985, but was not used in many classrooms.",60.36314463850695,60.36314463850695,61.2497215357095,55.44187603702077
"he toured with the ipo in the spring of 1990 for their first - ever performance in the soviet union, with concerts in moscow and leningrad, and toured with the ipo again in 1994, performing in china and india.","he toured with the ipo in the spring of 1990 for their first - ever performance in the soviet union, with concerts in moscow and leningrad, performing in china and india.","He toured with the ipo in the spring of 1990 for their first - ever performance in the soviet union, with concerts in moscow and leningrad, performing in china and india. 1994.",for their first - ever performance in the soviet union he toured with the ipo spring from 1990 to 1994 with china and india,42.00603359466133,42.43538674548362,41.812626116943825,36.78041711548478
"napoleonic wars : austrian general mack surrenders his army to the grand army of napoleon at ulm, reaping napoleon over 30, 000 prisoners and inflicting 10, 000 casualties on the losers.","napoleon surrendered his army to the grand army of napoleon at ulm, reaping napoleon over 30, 000 prisoners and inflicting 10, 000 casualties.","Napoleon surrendered his army to the grand army of napoleon at ulm, reaping napoleon over 30, 000 prisoners and inflicting 10, 000 casualties. wars mack.",austrian general mack surrenders his army to grand army of napoleon at ulm.,33.35929211068254,33.771108550947254,22.34473632117264,20.4708197395452
"it has long been the economic centre of northern nigeria, and a centre for the production and export of groundnuts.","it has been the economic center of northern nigeria, and a centre for groundnuts.","It has been the economic center of northern nigeria, and a centre for groundnuts.",it has long been the economic centre of norther nigeria along with the center for production and export of groundnuts.,21.264474017031564,21.264474017031564,11.42761640870723,10.423904965188928
"a majority of south indians speak one of the five dravidian languages — kannada, malayalam, tamil, telugu and tulu.","a majority of south indian languages speak one of the five dravidian languages : kannada, malayalam, tamil, telugu and tulu.","A majority of south indian languages speak one of the five dravidian languages : kannada, malayalam, tamil, telugu and tulu.","most south indians speak one of the five dravidian languages — kannada, malayalam, tamil, telugu and tulu.",30.450859483139475,30.450859483139475,62.377747360596125,62.377747360596125
meteora earned the band multiple awards and honors.,meteora earned the band many awards and honors.,Meteora earned the band many awards and honors.,meteora won many awards and honors for the band.,59.43181818181819,59.43181818181819,34.13065354365521,33.010083098515025
"after a brief stand - off, the wwf cavalry turned around and attacked kane and jericho.","after a brief stand - off, the wwf cavalry turned around and attacked kane and jericho.","After a brief stand - off, the wwf cavalry turned around and attacked kane and jericho.","after a brief stand - off, the wwf cavalry turned around and attacked kane and jericho.",100.0,100.0,100.00000000000004,93.91044157537529
most of the songs were written by richard m. sherman and robert b. sherman.,most of the songs were written by richard m. sherman and robert b. sherman.,Most of the songs were written by richard m. sherman and robert b. sherman.,most of the songs were written by richard m. and robert b. sherman.,72.09507354244197,72.09507354244197,82.82477531331043,76.24658586234858
in the 5th century slavs started to move into the area.,in the 5th century slavs started moving into the area.,In the 5th century slavs started moving into the area.,in the 5th century slaves started to move in the area.,37.82276995305163,37.82276995305163,32.03558799120807,22.265215139875263
"from 1900 to 1920 many new facilities were constructed on campus, including facilities for the dental and pharmacy programs, a chemistry building, a building for the natural sciences, hill auditorium, large hospital and library complexes, and two residence halls.","from 1900 to 1920 many new facilities were built on campus, including facilities for the dental and pharmacy programs, a chemistry building, a building for the natural sciences, hill auditorium, large hospital and library complexes, and two residence halls.","From 1900 to 1920 many new facilities were built on campus, including facilities for the dental and pharmacy programs, a chemistry building, a building for the natural sciences, hill auditorium, large hospital and library complexes, and two residence halls.","from 1900 to 1920, many new facilities like, for dental and pharmacy programs, a chemistry building, a building for the natural sciences, hill auditorium, large hospital and library complexes, and two residence halls were constructed in the campus.",49.75578176690778,49.75578176690778,73.17103411733902,70.89301157972547
"winchester is a city in scott county, illinois, united states.",winchester is a city of illinois in the united states.,Winchester is a city of illinois in the united states. scott county united states.,"winchester is a city located in scott county, illinois, united states",23.182419432419433,25.041891482108873,24.997758323995956,14.247788801610149
"name arzashkun seems to be the assyrian form of an armenian name ending in - ka formed from a proper name arzash, which recalls the name arsene, arsissa, applied by the ancients to part of lake van.","name arzashkun seems to be the assyrian name of an armenian name ending in - ka formed from a proper name ardash, arsissa, applied by the ancients to part of lake van.","Name arzashkun seems to be the assyrian name of an armenian name ending in - ka formed from a proper name ardash, arsissa, applied by the ancients to part of lake van. arsene.","name arzashkun seems to be the assyrian form of an armenian name ending in - ka formed from a proper name arzash, which recalls the name arsene, arsissa, applied by the ancients to part of lake van.",27.968207419820327,28.088090460756,71.74482686688621,70.09402084251683
"out of 16, 421 participants in the national casting, she was chosen among the 15 candidates to appear on the tv show.","out of 16, 421 participants in the national casting, she was chosen among the 15 candidates to appear on the tv show.","Out of 16, 421 participants in the national casting, she was chosen among the 15 candidates to appear on the tv show.","out of 16, 421 participants in the national casting, and it was selected the 15 candidates to appear on the tv show.",62.2613417444671,62.2613417444671,76.97570474571569,72.67072830982373
"its episodes were broadcast on the abc network from its debut on september 21, 1993 to march 1, 2005.","its episodes were shown on the abc network from september 21, 1993 to march 1, 2005.","Its episodes were shown on the abc network from september 21, 1993 to march 1, 2005.","its chapters were broadcast on the abc network from its start on september 21, 1993 to march 1, 2005.",41.85081348515256,41.85081348515256,59.46826959690495,58.57375508193743
the latter device can then be designed and used in less stringent environments.,the latter device can then be designed and used in less stringent environments.,The latter device can then be designed and used in less stringent environments.,the device can be designed for use in less exact environments.,43.7766410912191,43.7766410912191,11.69881298948059,11.359354890271161
"gimnasia hired first famed colombian trainer francisco maturana, and then julio cesar falcioni, but both had limited success.","gimnasia hired first colombian trainer francisco maturana, and then julio cesar falcioni, but both had little success.","Gimnasia hired first colombian trainer francisco maturana, and then julio cesar falcioni, but both had little success.","gimnasia hired francisco maturana, a columbian trainer, and then julio cesar falcioni, but they were not very successful.",57.77450372208437,57.77450372208437,40.9961728958804,39.197446187326214
"brighton is a city in washington county, iowa, united states.",brighton is a city of iowa in the united states.,Brighton is a city of iowa in the united states. washington county united states.,brighton is a city in washington county iowa.,36.83050745550745,45.20833333333332,26.985534666825092,12.874330508144842
"furthermore, she appeared in several music videos, including "" it girl "" by john oates and "" just lose it "" by eminem.","furthermore, she appeared in several music videos, including ` ` it girl'' by john oates and ` ` just lose it.''","Furthermore, she appeared in several music videos, including ` ` it girl"" by john oates and ` ` just lose it. "".","she also appeared in several music videos including "" it girl "" by john oates and "" just lose it "" by eminem.",18.17849282522043,23.17751927459374,30.397180859593238,41.34852873477147
"on june 24 1979 ( the 750th anniversary of the village ), glinde received its town charter.","on june 24, 1979, glinde received its town charter.","On june 24, 1979, glinde received its town charter. june 24 1979.",glinde received her town charter on june 24 1979,45.277062119167375,49.31251740462266,19.156928817239653,13.380161378318961
"pauline returned in the game boy remake of donkey kong in 1994, and later mario vs. donkey kong 2 : march of the minis in 2006, although the character is now described as "" mario's friend "".","pauline returned in the game boy remake of donkey kong 2 : march of the minis in 1994, although the character is now described as mario's friend.","Pauline returned in the game boy remake of donkey kong 2 : march of the minis in 1994, although the character is now described as mario's friend. kong 2006.","pauline turned in the game boy remake of donkey kong in 1994, and later mario vs. donkey kong 2 : march of the minis in 2006, even though the character is now "" mario's friend "".",25.6126109161173,26.02954663823128,43.839150831210446,45.850322576460705
the vagina is remarkably elastic and stretches to many times its normal diameter during vaginal birth.,the vagina is very elastic and stretches to many times its normal diameter during vaginal birth.,The vagina is very elastic and stretches to many times its normal diameter during vaginal birth.,the vagina is remarkably elastic and stretches to many times its normal diameter during vaginal birth.,30.210437710437716,30.210437710437716,82.82477531331043,78.28161456481268
"his real date of birth was never recorded, but it is believed to be a date between 1935 and 1939.","his real date was never recorded, but it is believed to be a date between 1935 and 1939.","His real date was never recorded, but it is believed to be a date between 1935 and 1939.","since his actual date of birth was not recorded, it is believed to be between 1935 - 1939.",25.877006404221436,25.877006404221436,26.66662635439776,26.17712247282344
"this quantitative measure indicates how much of a particular drug or other substance ( inhibitor ) is needed to inhibit a given biological process ( or component of a process, i. e. an enzyme, cell, cell receptor or microorganism ) by half.","this quantitative measure indicates how much of a particular drug or other substance is needed to inhibit a process, i. e. an enzyme, cell, cell receptor or microorganism.","This quantitative measure indicates how much of a particular drug or other substance is needed to inhibit a process, i. e. an enzyme, cell, cell receptor or microorganism. half.",this quantitative measure indicates how much of a drug or other substance is needed to inhibit a biological process by half.,62.37885886120118,62.45911567353133,43.74406035524879,39.43807204281035
